text,Ravi,Niranjana,Priya,
NRI goes record one hour before complaining about state of infrastructure in India http://www. fakingnews.firstpost.com/2016/07/nri-go es-record-one-hour-before-complaining-about-state-of-infrastructure-in-india/ …,,,,
"Inspired by Odisha sand artist, Mumbai boy aims to become kachra artist at Juhu beach http://www. fakingnews.firstpost.com/2015/09/inspir ed-by-odisha-sand-artist-mumbai-boy-aims-to-become-kachra-artist-at-juhu-beach/ …",,,,
Forever alone guy kept chatting with a female profile even after learning it is a guy http://www. fakingnews.firstpost.com/2016/07/foreve r-alone-guy-kept-chatting-with-a-female-profile-even-after-learning-it-is-a-guy/ …,,,,
Government to introduce Pradhan Mantri Hawai Yatra Cess during next Mann ki baat by the PM http://www. fakingnews.firstpost.com/2016/06/govern ment-to-introduce-pradhan-mantri-hawai-yatra-cess-during-next-mann-ki-baat-by-the-pm/ … by @pagla_ghoda,,,,
"After realizing terrorists have no religion, hostage sings ‘Twinkle Twinkle Little Star’ to escape http://www. fakingnews.firstpost.com/2016/07/after- realizing-that-terrorists-have-no-religion-hostage-sings-twinkle-twinkle-little-star-to-escape/ … by @manithan34",,,,
Astrologers puzzled over effects of new asteroid around earth; say ‘It’s out of syllabus’ http://www. fakingnews.firstpost.com/2016/07/astrol ogers-puzzled-over-effects-of-new-asteroid-around-earth-say-its-out-of-syllabus/ … #re,,,,
Boss screws employee’s appraisal for not having the term ‘Regard’ in email signature http://www. fakingnews.firstpost.com/2016/07/boss-s crews-employees-appraisal-for-not-having-the-term-regard-in-email-signature/ … #re,,,,
IT Engineer accused of calling his girl friend more number of times than the local beer shop http://www. fakingnews.firstpost.com/2016/07/it-eng ineer-accused-of-calling-his-girl-friend-more-number-of-times-than-the-local-beer-shop/ … #re,,,,
"Unable to get a ticket, Salman fan returns after watching Sultan poster for 3 hours http://www. fakingnews.firstpost.com/2016/07/unable -to-get-a-ticket-salman-fan-returns-after-watching-sultan-poster-for-3-hours/ …",,,,
"पोलैंड ने भारत से राजनयिक संबंध तोड़े, कहा- “मोदी जी अब तक हमारे यहां क्यों नहीं आये” http:// my.fakingnews.firstpost.com/2016/07/08/pol and-suspends-diplomatic-ties-with-india-over-modi-tour/ … (from @MyFakingNews )",,,,
"कपड़ा मंत्री स्मृति ईरानी ने पूनम पांडे को चेताया, कहा कम कपड़ो के चलन से कपड़ा उद्योगों को घाटा http:// my.fakingnews.firstpost.com/2016/07/08/kap da-mantri-smriti-irani-ne-poonam-pandey-chetaya/ … (by @pagla_ghoda )",,,,
Guy enters Mumbai local wearing unironed shirt; finds perfectly ironed shirt when he gets down http://www. fakingnews.firstpost.com/2016/07/guy-en ters-mumbai-local-wearing-unironed-shirt-finds-perfectly-ironed-shirt-when-he-gets-down/ …,,,,
Astrologers puzzled over effects of new asteroid around earth; say ‘It’s out of syllabus’ http://www. fakingnews.firstpost.com/2016/07/astrol ogers-puzzled-over-effects-of-new-asteroid-around-earth-say-its-out-of-syllabus/ …,,,,
Boss screws employee’s appraisal for not having the term ‘Regard’ in email signature http://www. fakingnews.firstpost.com/2016/07/boss-s crews-employees-appraisal-for-not-having-the-term-regard-in-email-signature/ … (by @Pushkar327 ),,,,
IT Engineer accused of calling his girl friend more number of times than the local beer shop http://www. fakingnews.firstpost.com/2016/07/it-eng ineer-accused-of-calling-his-girl-friend-more-number-of-times-than-the-local-beer-shop/ …,,,,
Friday Faking Release: The Peacemaker (*ing Dr. Zakir Naik as MSP – Messenger of Peace) pic.twitter.com/dDZkSWUEDO,,,,
"Ignored in favour of engineers working on projects, Benched employees demand equal rights http://www. fakingnews.firstpost.com/2016/07/ignore d-in-favour-of-engineers-working-on-projects-benched-employees-demand-equal-rights-in-it-firms/ … by @Hello_Dasu #Re",,,,
"पोलैंड ने भारत से राजनयिक संबंध तोड़े, कहा- “मोदी जी अब तक हमारे यहां क्यों नहीं आये” http:// my.fakingnews.firstpost.com/2016/07/08/pol and-suspends-diplomatic-ties-with-india-over-modi-tour/ … (from @MyFakingNews )",,,,
"Upset at not being photographed enough in Africa, Modi signs an agreement to ‘transfer knowledge about photography’ http:// bit.ly/29lYZzN",,,,
Friday Faking Release: The Peacemaker (*ing Dr. Zakir Naik as MSP – Messenger of Peace) http://www. fakingnews.firstpost.com/2016/07/friday -faking-release-the-peacemaker-ing-dr-zakir-naik-as-msp-messenger-of-peace/ …,,,,
"Ignored in favour of engineers working on projects, Benched employees demand equal rights in IT firms http://www. fakingnews.firstpost.com/2016/07/ignore d-in-favour-of-engineers-working-on-projects-benched-employees-demand-equal-rights-in-it-firms/ … by @Hello_Dasu",,,,
Student living in hostel buying newspaper only to spread chakhna on it every night http://www. fakingnews.firstpost.com/2016/06/studen t-living-in-hostel-buying-newspaper-only-to-spread-chakhna-on-it-every-night/ …,,,,
Pet dog bites owner after owner refuses to upload dog’s pic on Facebook http://www. fakingnews.firstpost.com/2016/04/pet-do g-bites-owner-after-owner-refuses-to-upload-dogs-pic-on-facebook/ …,,,,
"Requesting leniency, Oscar Pistorius requests court to shift him to Yerwada jail in India http://www. fakingnews.firstpost.com/2016/07/reques ting-leniency-oscar-pistorius-requests-court-to-shift-him-to-yerwada-jail-in-india/ … #re",,,,
Flight had smooth take off although guy failed to update Fakebook check-in at IGI airport http://www. fakingnews.firstpost.com/2016/07/flight -had-smooth-take-off-although-guy-failed-to-update-fakebook-check-in-at-igi-airport/ … #Re,,,,
BMC shocked with no large scale flooding in Mumbai so far this Monsoon http://www. fakingnews.firstpost.com/2016/07/bmc-sh ocked-with-no-large-scale-flooding-in-mumbai-so-far-this-monsoon/ … #Re,,,,
Guy enters Mumbai local wearing unironed shirt; finds perfectly ironed shirt when he gets down http://www. fakingnews.firstpost.com/2016/07/guy-en ters-mumbai-local-wearing-unironed-shirt-finds-perfectly-ironed-shirt-when-he-gets-down/ … #Re,,,,
"सलमान की ‘सुल्तान’ में निकली स्टोरी, सेंसर बोर्ड ने दिये सीन काटने के आदेश http:// my.fakingnews.firstpost.com/2016/07/07/cen sor-board-finds-story-in-sultan-demands-cuts/ … from @MyFakingNews",,,,
Flight had smooth take off although guy failed to update Fakebook check-in at IGI airport http://www. fakingnews.firstpost.com/2016/07/flight -had-smooth-take-off-although-guy-failed-to-update-fakebook-check-in-at-igi-airport/ …,,,,
"BREAKING: Requesting leniency, Oscar Pistorius requests court to shift him to Yerwada jail in India http://www. fakingnews.firstpost.com/2016/07/reques ting-leniency-oscar-pistorius-requests-court-to-shift-him-to-yerwada-jail-in-india/ …",,,,
युवक ने ग़लती से ‘वुमेन्स डियो स्प्रे’ यूज कर लिया तो पीछे पड़ गये मनचले http:// my.fakingnews.firstpost.com/2016/07/07/you th-stalked-by-boys-due-to-womans-body-spray/ … from @MyFakingNews,,,,
BMC shocked with no large scale flooding in Mumbai so far this Monsoon http://www. fakingnews.firstpost.com/2016/07/bmc-sh ocked-with-no-large-scale-flooding-in-mumbai-so-far-this-monsoon/ …,,,,
Guy enters Mumbai local wearing unironed shirt; finds perfectly ironed shirt when he gets down http://www. fakingnews.firstpost.com/2016/07/guy-en ters-mumbai-local-wearing-unironed-shirt-finds-perfectly-ironed-shirt-when-he-gets-down/ …,,,,
"Unable to get a ticket, Salman fan returns after watching Sultan poster for 3 hours http://www. fakingnews.firstpost.com/2016/07/unable -to-get-a-ticket-salman-fan-returns-after-watching-sultan-poster-for-3-hours/ … #Re",,,,
"Inspired by Humans of New York, ISIS plans to start Animals of Baghdad http://www. fakingnews.firstpost.com/2016/07/inspir ed-by-humans-of-new-york-isis-plans-to-start-animals-of-baghdad/ … by @pagla_ghoda #Re",,,,
5 images from Sultan that depict Bhai’s struggle in real life http://www. fakingnews.firstpost.com/2016/07/5-imag es-from-the-movie-that-depict-bhais-struggle-in-real-life/ … pic.twitter.com/r0hLfuVdQq,,,,
Halwai puts customer’s face in kadhai after he kept demanding ‘bilkul garam samose’ http://www. fakingnews.firstpost.com/2016/06/halwai -puts-customers-face-in-kadhai-after-he-kept-demanding-bilkul-garam-samose/ …,,,,
"डेटा शेयरिंग को लेकर गुप्ता परिवार में कलह बढ़ी, छोटे बेटे को 50 MB ज़्यादा देने पर बड़े बेटे ने घर छोड़ा http:// my.fakingnews.firstpost.com/2016/06/27/feu d-in-gupta-family-over-data-sharing/ …",,,,
"#FN2 बाज़ार में आये नए बंगाली बाबा; 15 दिन में FB, WhatsApp और Twitter का नशा छुड़वाने का दावा http:// my.fakingnews.firstpost.com/2016/07/06/bab a-claims-to-solve-addiction-of-social-media-in-15-days/ … by @mahawarsameer",,,,
"Unable to get a ticket, Salman fan returns after watching Sultan poster for 3 hours http://www. fakingnews.firstpost.com/2016/07/unable -to-get-a-ticket-salman-fan-returns-after-watching-sultan-poster-for-3-hours/ …",,,,
"Inspired by Humans of New York, ISIS plans to start Animals of Baghdad http://www. fakingnews.firstpost.com/2016/07/inspir ed-by-humans-of-new-york-isis-plans-to-start-animals-of-baghdad/ … by @pagla_ghoda",,,,
5 images from Sultan that depict Bhai’s struggle in real life http://www. fakingnews.firstpost.com/2016/07/5-imag es-from-the-movie-that-depict-bhais-struggle-in-real-life/ … #Buzzpoop pic.twitter.com/0pttstWs7S,,,,
Electrical engineer working as a techie replacing faulty bulbs at home to stay in touch with his engineering http://www. fakingnews.firstpost.com/2016/07/electr ical-engineer-working-as-a-techie-replacing-faulty-bulbs-at-home-to-stay-in-touch-with-his-engineering-subject/ … #Re,,,,
FB wall: Reactions to the rumour of Rahul Gandhi’s wedding http://www. fakingnews.firstpost.com/2016/07/fb-wal l-reactions-to-the-rumour-of-rahul-gandhis-wedding/ … #Re,,,,
World agrees that Dhaka attack not significant enough to light up buildings with Bangladesh flag http://www. fakingnews.firstpost.com/2016/07/world- agrees-that-dhaka-attack-not-significant-enough-to-light-up-buildings-with-bangladesh-flag/ … #Re,,,,
#FN2 Politician cancels his Iftar party after no media photographer turns up http:// my.fakingnews.firstpost.com/2016/07/05/pol itician-cancels-his-iftar-party-after-no-media-photographer-turns-up/ … by @manithan34,,,,
Electrical engineer working as a techie replacing faulty bulbs at home to stay in touch with his engineering subject http://www. fakingnews.firstpost.com/2016/07/electr ical-engineer-working-as-a-techie-replacing-faulty-bulbs-at-home-to-stay-in-touch-with-his-engineering-subject/ …,,,,
"मेहमानों ने जाते वक्ते नहीं दिया शगुन, बच्चों ने की भूख हड़ताल http:// my.fakingnews.firstpost.com/2016/07/05/gue st-forget-to-give-shagun-kids-go-on-hunger-strike/ … from @MyFakingNews",,,,
FB wall: Reactions to the rumour of Rahul Gandhi’s wedding http://www. fakingnews.firstpost.com/2016/07/fb-wal l-reactions-to-the-rumour-of-rahul-gandhis-wedding/ …,,,,
"Kindergarten kid beats up other participants during running race, gets disqualified for ‘road rage’ http://www. fakingnews.firstpost.com/2016/07/kinder garten-kid-beats-up-other-participants-during-running-race-gets-disqualified-for-road-rage/ …",,,,
World agrees that Dhaka attack not significant enough to light up buildings with Bangladesh flag http://www. fakingnews.firstpost.com/2016/07/world- agrees-that-dhaka-attack-not-significant-enough-to-light-up-buildings-with-bangladesh-flag/ …,,,,
Govt. to introduce ‘Berozgaar Engineer Cess’ to assist unemployed engineers http://www. fakingnews.firstpost.com/2016/07/govt-t o-introduce-berozgaar-engineer-cess-to-assist-unemployed-engineers/ … #re,,,,
"Digital India effect: After reaching home, men check Wi-Fi before greeting wife http://www. fakingnews.firstpost.com/2016/07/digita l-india-effect-after-reaching-home-men-check-wi-fi-before-greeting-wife/ … by @Hello_Dasu #Re",,,,
"Scared of further alien attacks, United States to arm rebel aliens across Milky Way http://www. fakingnews.firstpost.com/2016/07/scared -of-further-alien-attacks-united-states-to-arm-rebel-aliens-across-milky-way/ … #Re",,,,
किसी भी बॉलीवुड जोड़ी का ब्रेकअप न होने से हताश पत्रकार ने अपने ही ब्रेक अप की ख़बर छापी http:// my.fakingnews.firstpost.com/2016/07/04/ups …,,,,
Govt. to introduce ‘Berozgaar Engineer Cess’ to assist unemployed engineers http://www. fakingnews.firstpost.com/2016/07/govt-t o-introduce-berozgaar-engineer-cess-to-assist-unemployed-engineers/ …,,,,
"Digital India effect: After reaching home, men check Wi-Fi before greeting wife http://www. fakingnews.firstpost.com/2016/07/digita l-india-effect-after-reaching-home-men-check-wi-fi-before-greeting-wife/ … by @Hello_Dasu",,,,
किसी भी बॉलीवुड जोड़ी का ब्रेकअप न होने से हताश पत्रकार ने अपने ही ब्रेक अप की ख़बर छापी http:// my.fakingnews.firstpost.com/2016/07/04/ups et-with-no-new-break-ups-in-bollywood-journalist-pulblishes-story-about-his-own-break-up/ … (from @myfakingnews ),,,,
HR manager spends a productive day creating WhatsApp groups for each department http://www. fakingnews.firstpost.com/2016/04/hr-man ager-spends-a-productive-day-creating-whatsapp-group-for-each-department/ … #archives,,,,
"Scared of further alien attacks, United States to arm rebel aliens across Milky Way http://www. fakingnews.firstpost.com/2016/07/scared -of-further-alien-attacks-united-states-to-arm-rebel-aliens-across-milky-way/ … (by @manithan34 )",,,,
"Wanted criminals in Bihar refuse to be photographed in gamchha, demand branded monkey cap http://www. fakingnews.firstpost.com/2016/07/wanted -criminals-in-bihar-refuse-to-be-photographed-in-gamchha-demand-branded-monkey-cap/ …",,,,
Govt. employees asked to take a break from playing cards to check their new salary http://www. fakingnews.firstpost.com/2016/07/govt-e mployees-asked-to-take-a-break-from-playing-cards-to-check-their-new-salary/ … #Re,,,,
World relieved as terrorist shouts “Terrorism has no religion” before massacre http://www. fakingnews.firstpost.com/2016/07/world- relieved-as-terrorist-shouts-terrorism-has-no-religion-before-massacre/ … by @ajayendar #Re,,,,
Anil Kumble to learn Punjabi abuses to have a better working relationship with Virat Kohli http://www. fakingnews.firstpost.com/2016/06/anil-k umble-to-learn-punjabi-abuses-to-have-a-better-working-relationship-with-virat-kohli/ …,,,,
"Wanted criminals in Bihar refuse to be photographed in gamchha, demand branded monkey cap http://www. fakingnews.firstpost.com/2016/07/wanted -criminals-in-bihar-refuse-to-be-photographed-in-gamchha-demand-branded-monkey-cap/ … by @pagla_ghoda",,,,
"Rich Delhi boy caught red-handed by neighbour while traveling in DTC bus, falls into depression http://www. fakingnews.firstpost.com/2016/06/rich-d elhi-boy-caught-red-handed-by-neighbour-while-traveling-in-dtc-bus-falls-into-depression/ …",,,,
Govt. employees asked to take a break from playing cards to check their new salary http://www. fakingnews.firstpost.com/2016/07/govt-e mployees-asked-to-take-a-break-from-playing-cards-to-check-their-new-salary/ … by @Hello_Dasu,,,,
World relieved as terrorist shouts “Terrorism has no religion” before massacre http://www. fakingnews.firstpost.com/2016/07/world- relieved-as-terrorist-shouts-terrorism-has-no-religion-before-massacre/ … by @ajayendar,,,,
"Tata Sky set top boxes working during rains, new virus suspected http://www. fakingnews.firstpost.com/2014/08/tata-s ky-set-top-boxes-working-during-rains-new-virus-suspected/ …",,,,
5 things NOT to do in monsoon http://www. fakingnews.firstpost.com/2016/07/5-thin gs-not-to-do-in-monsoon/ … #re,,,,
"After their exit from EU, Kejriwal offers Brits admission into DU http://www. fakingnews.firstpost.com/2016/07/after- their-exit-from-eu-kejriwal-offers-brits-admission-into-du/ … #re",,,,
"Nationalized bank union calls July first week as No-Strike week, customers aghast http://www. fakingnews.firstpost.com/2016/07/nation alized-bank-union-calls-no-strike-week-customers-aghast/ … #re",,,,
IT companies in Bangalore to offer ‘Work From Traffic’ to their employees http:// my.fakingnews.firstpost.com/2015/09/21/it- companies-in-bangalore-to-offer-work-from-traffic-to-their-employees/ …,,,,
"आधे घंटे के लिये वॉशरूम जाने के बजाय सीधे सीट पर पहुंचकर काम करने लगी युवती, ऑफ़िस में हड़कंप http:// my.fakingnews.firstpost.com/2016/06/29/wit hout-going-to-washroom-woman-starts-working-in-office/ … (from @MyFakingNews )",,,,
HRD ministry to introduce Game of Thrones as engineering subject to boost attendance in class http://www. fakingnews.firstpost.com/2016/06/hrd-mi nistry-to-introduce-game-of-thrones-as-engineering-subject-to-boost-attendance-in-class/ …,,,,
"सेल्फ़ी पर RCW मेम्बर की सफ़ाई, सेल्फ़ी नहीं PayTm कर रही थी http:// my.fakingnews.firstpost.com/2016/07/01/rcw -member-clarifies-that-she-was-not-taking-a-selfie-but-using-paytm/ … (from @MyFakingNews )",,,,
5 things NOT to do in monsoon http://www. fakingnews.firstpost.com/2016/07/5-thin gs-not-to-do-in-monsoon/ … #Buzzpoop,,,,
"After their exit from EU, Kejriwal offers Brits admission into DU http://www. fakingnews.firstpost.com/2016/07/after- their-exit-from-eu-kejriwal-offers-brits-admission-into-du/ … (by @mahawarsameer )",,,,
"Nationalized bank union calls July first week as No-Strike week, customers aghast http://www. fakingnews.firstpost.com/2016/07/nation alized-bank-union-calls-no-strike-week-customers-aghast/ … (by @MayankEmpower )",,,,
Friday Faking Release Bollywood: Takkar (*ing Sourav Ganguly and Ravi Shastri ) http://www. fakingnews.firstpost.com/2016/07/friday -faking-release-bollywood-takkar-ing-sourav-ganguly-and-ravi-shastri/ … #Re,,,,
"Friday Faking Release: The Interview (*ing Narendra Modi, Arnab Goswami) http://www. fakingnews.firstpost.com/2016/07/friday -faking-release-the-interview-ing-narendra-modi-arnab-goswami/ … #Re",,,,
Tejas to be re-inducted in Air Force tomorrow after they forgot to tie Nimbu-Mirchi on it http://www. fakingnews.firstpost.com/2016/07/tejas- to-be-re-inducted-in-air-force-tomorrow-after-they-forgot-to-tie-nimbu-mirchi-on-it/ … #Re,,,,
"Fed up with low TRP, English news channels decide to telecast Arnab’s Newshour to boost viewership http://www. fakingnews.firstpost.com/2016/07/fed-up -with-low-trps-english-news-channels-decide-to-telecast-arnabs-newshour-to-boost-viewership/ … by @ajayendar #Re",,,,
#FN2 ये हैं “स्मार्ट सिटी” के 5 बेहतरीन फीचर जो आप नहीं जानते http:// my.fakingnews.firstpost.com/2016/06/29/ye- hain-smart-city-ke-5-behtarin-feature-jo-aap-nahi-jaante/ … by @sinharitesh90,,,,
Friday Faking Release Bollywood: Takkar (*ing Sourav Ganguly and Ravi Shastri ) http://www. fakingnews.firstpost.com/2016/07/friday -faking-release-bollywood-takkar-ing-sourav-ganguly-and-ravi-shastri/ …,,,,
"Friday Faking Release: The Interview (*ing Narendra Modi, Arnab Goswami) http://www. fakingnews.firstpost.com/2016/07/friday -faking-release-the-interview-ing-narendra-modi-arnab-goswami/ …",,,,
"सेल्फ़ी पर RCW मेम्बर की सफ़ाई, सेल्फ़ी नहीं PayTm कर रही थी http:// my.fakingnews.firstpost.com/2016/07/01/rcw -member-clarifies-that-she-was-not-taking-a-selfie-but-using-paytm/ … from @MyFakingNews",,,,
EXCLUSIVE: Tejas to be re-inducted in Air Force tomorrow after they forgot to tie Nimbu-Mirchi on it http://www. fakingnews.firstpost.com/2016/07/tejas- to-be-re-inducted-in-air-force-tomorrow-after-they-forgot-to-tie-nimbu-mirchi-on-it/ …,,,,
"Fed up with low TRPs, English news channels decide to telecast Arnab’s Newshour to boost viewership http://www. fakingnews.firstpost.com/2016/07/fed-up -with-low-trps-english-news-channels-decide-to-telecast-arnabs-newshour-to-boost-viewership/ … by @ajayendar",,,,
#StateBankDay pic.twitter.com/eXmz12HkMt,,,,
"Health ministry asks doctors to write prescriptions in Sanskrit, doctors reveal they already do so http://www. fakingnews.firstpost.com/2016/04/health -ministry-asks-doctors-to-write-prescriptions-in-sanskrit/ … #doctorsday",,,,
HRD ministry to introduce Game of Thrones as engineering subject to boost attendance in class http://www. fakingnews.firstpost.com/2016/06/hrd-mi nistry-to-introduce-game-of-thrones-as-engineering-subject-to-boost-attendance-in-class/ … by @Pushkar327 #Re,,,,
ISRO launches special missile to help students reach Delhi University’s cutoff zone http://www. fakingnews.firstpost.com/2016/06/isro-l aunches-special-missile-to-help-students-reach-delhi-universitys-cutoff-zone/ … #Re,,,,
Auto driver convinced that traffic behind him halts when he puts out his arm to make a turn http://www. fakingnews.firstpost.com/2016/06/auto-d river-convinced-that-traffic-behind-him-halts-when-he-puts-out-his-arm-to-make-a-turn/ … #Re,,,,
"इन्टरनेट की कम स्पीड से परेशान था युवक, सन्यास लेकर हिमालय की ओर निकला http:// my.fakingnews.firstpost.com/2016/06/29/int ernet-ki-kam-speed-separeshan-tha-yuvak-sanyas-lekar-himalaya-ki-or-nikla/ … by @sinharitesh90",,,,
HRD ministry to introduce Game of Thrones as engineering subject to boost attendance in class http://www. fakingnews.firstpost.com/2016/06/hrd-mi nistry-to-introduce-game-of-thrones-as-engineering-subject-to-boost-attendance-in-class/ … by @Pushkar327,,,,
"युवती ने ऑफिस में रिपीट की ड्रेस, HR ने लगाया जुर्माना http:// my.fakingnews.firstpost.com/2016/06/30/emp loyee-repeated-dress-hr-imposed-fine/ … from @MyFakingNews",,,,
"डीयू की कट-ऑफ़ लिस्ट आना शुरु, जमनापार के बच्चों के मन में दहशत बैठी http:// my.fakingnews.firstpost.com/2016/06/30/pan ic-across-jamnapaar-due-to-du-cut-off-list/ … from @MyFakingNews",,,,
ISRO launches special missile to help students reach Delhi University’s cutoff zone http://www. fakingnews.firstpost.com/2016/06/isro-l aunches-special-missile-to-help-students-reach-delhi-universitys-cutoff-zone/ …,,,,
Auto driver convinced that traffic behind him halts when he puts out his arm to make a turn http://www. fakingnews.firstpost.com/2016/06/auto-d river-convinced-that-traffic-behind-him-halts-when-he-puts-out-his-arm-to-make-a-turn/ …,,,,
Scientist develops special gene to help students score over 100% marks http://www. fakingnews.firstpost.com/2011/06/scient ist-develops-special-gene-to-help-students-score-over-100-percent/ … #DUCutOff,,,,
I was not in the room during the interview but I could hear Ravi Shastri’s loud voice clearly: Sourav Ganguly http://www. fakingnews.firstpost.com/2016/06/i-was- not-in-the-room-during-the-interview-but-i-could-hear-ravi-shastris-loud-voice-clearly-sourav-ganguly/ … #Re,,,,
Air India accuses Venkaiah Naidu of seeking VVIP treatment for asking on-time departure http://www. fakingnews.firstpost.com/2016/06/air-in dia-accuses-venkaiah-naidu-of-seeking-vvip-treatment-for-asking-on-time-departure/ …,,,,
Newbie in Mumbai already fed up of the rains http://www. fakingnews.firstpost.com/2016/06/newbie -in-mumbai-already-fed-up-of-the-rains/ … #Re,,,,
"Punjab youth watches Udta Punjab pirated version, buys drugs from the saved money http://www. fakingnews.firstpost.com/2016/06/punjab -youth-watches-udta-punjab-pirated-version-buys-drugs-from-the-saved-money/ … by @shaitaankhopdi #Re",,,,
"बीजेपी ने केजरीवाल से पूछा- “गोवा में हमारे चांस कौन सी 5 सीटों पर हैं, बस थोड़ा सा हिंट दे दो” http:// my.fakingnews.firstpost.com/2016/06/29/bjp -requests-kejriwal-to-name-the-remaining-5-seats/ … from @MyFakingNews",,,,
I was not in the room during the interview but I could hear Ravi Shastri’s loud voice clearly: Sourav Ganguly http://www. fakingnews.firstpost.com/2016/06/i-was- not-in-the-room-during-the-interview-but-i-could-hear-ravi-shastris-loud-voice-clearly-sourav-ganguly/ …,,,,
BREAKING: Air India accuses Venkaiah Naidu of seeking VVIP treatment for asking on-time departure http://www. fakingnews.firstpost.com/2016/06/air-in dia-accuses-venkaiah-naidu-of-seeking-vvip-treatment-for-asking-on-time-departure/ …,,,,
छुट्टी वाले दिन जल्दी उठने वालों पर अब लगेगा जुर्माना http:// my.fakingnews.firstpost.com/2016/06/29/peo ple-who-get-up-early-on-holidays-to-be-fined/ … from @MyFakingNews,,,,
Newbie in Mumbai already fed up of the rains http://www. fakingnews.firstpost.com/2016/06/newbie -in-mumbai-already-fed-up-of-the-rains/ …,,,,
"Punjab youth watches Udta Punjab pirated version, buys drugs from the saved money http://www. fakingnews.firstpost.com/2016/06/punjab -youth-watches-udta-punjab-pirated-version-buys-drugs-from-the-saved-money/ … by @shaitaankhopdi",,,,
"आधे घंटे के लिये वॉशरूम जाने के बजाय सीधे सीट पर पहुंचकर काम करने लगी युवती, ऑफ़िस में हड़कंप http:// my.fakingnews.firstpost.com/2016/06/29/wit hout-going-to-washroom-woman-starts-working-in-office/ … from @MyFakingNews",,,,
Messi retired after Subramanian Swamy’s allegations that he is not mentally fully Argentine http://www. fakingnews.firstpost.com/2016/06/messi- retired-after-subramanian-swamys-allegations-that-he-is-not-mentally-fully-argentine/ … by @Anti_Rational #Re,,,,
Engineer working in TCS asks for Bail-out package from his parents to survive month end expenses http://www. fakingnews.firstpost.com/2016/06/engine er-working-in-tcs-asks-for-bail-out-package-from-his-parents-to-survive-month-end-expenses/ …,,,,
Now Kejriwal raises doubts over Arnab Goswami’s journalism degree http://www. fakingnews.firstpost.com/2016/06/now-ke jriwal-raises-doubts-over-arnab-goswamis-journalism-degree/ … by @abdullah_0mar #Re,,,,
David Cameron thanks Roy Hodgson for distracting the country with a different type of exit from Europe http://www. fakingnews.firstpost.com/2016/06/david- cameron-thanks-roy-hodgson-for-distracting-the-country-with-a-different-type-of-exit-from-europe/ … #Re,,,,
संन्यास के बाद मैसी और टाटा में आरोप-प्रत्यारोप; मैसी ने कहा- “मनहूस है नैनो” http:// my.fakingnews.firstpost.com/2016/06/28/aft er-retirement-messi-and-tata-targeting-each-other/ … from @MyFakingNews,,,,
Engineer working in TCS asks for Bail-out package from his parents to survive month end expenses http://www. fakingnews.firstpost.com/2016/06/engine er-working-in-tcs-asks-for-bail-out-package-from-his-parents-to-survive-month-end-expenses/ … by @mahawarsameer,,,,
Messi retired after Subramanian Swamy’s allegations that he is not mentally fully Argentine http://www. fakingnews.firstpost.com/2016/06/messi- retired-after-subramanian-swamys-allegations-that-he-is-not-mentally-fully-argentine/ … by @Anti_Rational,,,,
अर्नब की डांट से बचने के लिये संजय झा ने अपना नाम बदलकर ‘संजय मोदी’ रखा http:// my.fakingnews.firstpost.com/2016/06/28/san jay-jha-changes-his-name-as-sanjay-modi/ … from @MyFakingNews,,,,
FB wall: Reactions to Arnab’s interview with Narendra Modi http:// my.fakingnews.firstpost.com/2016/06/28/fb- wall-reactions-to-arnabs-interview-with-narendra-modi/ … from @MyFakingNews,,,,
Now Kejriwal raises doubts over Arnab Goswami’s journalism degree http://www. fakingnews.firstpost.com/2016/06/now-ke jriwal-raises-doubts-over-arnab-goswamis-journalism-degree/ … by @abdullah_0mar,,,,
David Cameron thanks Roy Hodgson for distracting the country with a different type of exit from Europe http://www. fakingnews.firstpost.com/2016/06/david- cameron-thanks-roy-hodgson-for-distracting-the-country-with-a-different-type-of-exit-from-europe/ …,,,,
"Delhi boy who never played or followed football, heartbroken by Messi’s retirement http://www. fakingnews.firstpost.com/2016/06/delhi- boy-who-never-played-or-followed-football-heartbroken-by-messis-retirement/ …",,,,
"Whatsapp to have annual awards function, award for Best Group and Group Admin up for grabs http://www. fakingnews.firstpost.com/2016/06/whatsa pp-to-have-annual-awards-function-award-for-best-group-and-group-admin-up-for-grabs/ … #Re",,,,
Man excited about once again sleeping till late on Monday mornings after Game of Thrones season finale http://www. fakingnews.firstpost.com/2016/06/man-ex cited-about-once-again-sleeping-till-late-on-monday-mornings-after-game-of-thrones-season-finale/ … #Re,,,,
Fans reject Messi’s international retirement; demand a referendum on “Mexit” http://www. fakingnews.firstpost.com/2016/06/fans-r eject-messis-international-retirement-demand-a-referendum-on-mexit/ … #Re,,,,
शिव सेना ने की ‘सैराट’ न देखने वालों पर बैन की माँग http:// my.fakingnews.firstpost.com/2016/06/27/shi vsena-demands-ban-for-not-watching-sairaat/ … from @MyFakingNews,,,,
"सेना में ‘गोली-घोटाला’, आरोपी अफ़सर ने कहा- “गोलियां चलाते समय हमने उनकी गिनती नहीं की” http:// my.fakingnews.firstpost.com/2016/06/27/arm y-officer-said-we-did-not-count-cartridge-during-firing/ … from @MyFakingNews",,,,
"Delhi boy who never played or followed football, heartbroken by Messi’s retirement http://www. fakingnews.firstpost.com/2016/06/delhi- boy-who-never-played-or-followed-football-heartbroken-by-messis-retirement/ … by @pagla_ghoda",,,,
