Tweets,,Niranjana,
"*Adds ""have the pizza delivery guy come inside and watch a movie with me"" under the special instructions when ordering pizza*",,,
I own seven pairs of khaki pants in case anyone wants to start a gang.,,,
"Time waits for no man, time is obviously a woman.",,,
"Pour le français aux États-Unis dans le besoin, utiliser #strandedinUS et nous trouverons quelqu'un près pour aider/maison vous",,,
"Some flights to France are being cancelled. To any French in the US in need, use #strandedinUS & we'll find someone near to help/house you",,,
"""What else can we think about?"" - Insomnia",,,
There are few things I enjoy more than picking an argument with my girlfriend when she has the hiccups.,,,
Why don't we wait for life on other planets to find us? Why do we have to do all the work?,,,
I park in the farthest spot possible at the gym for the added benefit of eating my croissan'wich without being judged by people walking by.,,,
I am one bottle of shower gel away from being able to open my own Christmas gift shop in my shower.,,,
Dance Dance Revolution is an intense game but an even more intense to-do list,,,
I accidentally took an extra step when I reached the top of the stairs and now I'm in a marching band.,,,
The only thing more important than your happiness is mine so get on it.,,,
"If at first you don’t succeed, we have a lot in common.",,,
"I always tell new hires, don't think of me as your boss, think of me as your friend who can fire you.",,,
"Autocorrect just changed ""I have so much anxiety I can barely breathe"" to ""I'm fine."";;;;""642309393669754880",,,
I recently added squats to my workouts by moving the beer into the bottom shelf of the fridge.,,,
3-year-old: *stares at the baby* What does it do? Me: Nothing yet. She's not here to entertain you. 3: Me: 3: Can we get one that is?,,,
Any room is a panic room if you've lost your phone in it.,,,
*wife walks in to see the boys have built a chair fort* Wife: PUT THOSE CHAIRS BACK! Me *climbing out of fort* YOU HEARD YOUR MOTHER!,,,
Aging gracefully is like the nice way of saying you're slowly looking worse.,,,
Ready for the only way to enjoy Instagram? Follow zero people. Follow every dog.,,,
"In my spare time I like to read, write, and fall in love with unavailable people.",,,
RSVP: yes no yes now but then no later on,,,
"Me: Real women don't care about romantic clichés. My internal voice: Please buy me flowers, please buy me flowers, please buy me flowers.",,,
I hate when I'm singing along to the Beastie Boys and they mess up the lyrics.,,,
Text him again. He probably just forgot that he's in love with you.,,,
"Sorry, my dog ate your text message.",,,
5 y.o.: Why do people congratulate you when Mom is the one making the baby? Me: I helped 5: How? Me: 5: Me: I read her the instructions,,,
"A 'Jim's Dozen' is 11, because I take one for myself.",,,
My husband is on the roof - only a few inches away from an insurance claim that could completely change my life.,,,
My hope for you is that you someday find the end of your sentence.,,,
People who make you feel special are keepers. Anyone with such good taste has to be admired.,,,
When they start getting the 5-day forecast right then maybe I'll listen to their climate change theories.,,,
"A straight face and a sincere-sounding ""Huh?"" have gotten me out of more trouble than I can remember.",,,
"You take away the looks, money, intelligence, charm and success and, really, there's no real difference between me and George Clooney.",,,
"Dear Couples Who Fight In Public, stop trying to whisper and would it kill you to include some backstory.",,,
Getting a red heart instead of a yellow star makes me feel like things are moving a little too fast between us.,,,
Mattel has a campaign urging girls to pursue their limitless potential. It's called You Can Be Anything Except A Woman With Barbie's Body.,,,
Me: I don't scare easily. Pregnant wife: All four of our daughters will be teenagers at the same time. Me: *never stops screaming*,,,
My mom's favorite part of my birthday is describing my birth in detail to an 18 year old waitress who is just there to get our drink order.,,,
It's two in the morning. Do you know where your blankets are?,,,
"You'd think that with NSA reading our tweets all the time, they could star or retweet some of the good ones.",,,
I just want to live in a world where people come with on/off switches.,,,
Hit snooze until the panic sets in.,,,
I use artificial sweetener at work. I add it to everything I say to my boss.,,,
"I grew a beard thinking it would say ""Distinguished Gentleman."" Instead, turns out it says, ""Senior Discount, Please!"";;;;""648146858783735808",,,
Alcohol won't mend a broken heart. But that doesn't mean I won't try it again tonight.,,,
Funny how they say we need to talk when they really mean you need to listen.,,,
"The lesson of Halloween is that pretending to be something you're not will lead to a sweet reward. Got that, kids?",,,
"Magician: I need a volunteer. [man stands] Not you. [woman stands] Not you. GARY GET UP HERE! [Gary goes up] We've never met before, right?",,,
Marriage advice for dummies: Five worst things you can do 5 Abandon 4 Lie 3 Cheat 2 Abuse 1 Forget to start the dishwasher,,,
"""Raccoons""? Oh, you mean garbage pandas?",,,
It must be difficult to post inspirational Tweets when your blood type is B Negative.,,,
"Wow, this article looks awesome. *clicks link* *finds out it’s a slideshow* *throws computer out the window*",,,
White smoke from under my hood means either my starter went out or my car has elected a new Pope.,,,
I buy a lot of ringtones for someone who hasn't answered a phone call since 2008.,,,
I always wanted to be just like my mother. Today I'm working on dramatically clutching my throat when I'm told the price of anything.,,,
Social life? You mean my phone?,,,
I thought you'd be flattered that my dog found your leg so attractive.,,,
Women spend more time wondering what men are thinking than men spend thinking.,,,
Every dog has it's day. Which is 3.4 hours in people time.,,,
I have to go stand in line at Gamestop now because I had a careless night of unprotected sex 13 years ago and Halo 5 is out today.,,,
Football gave me a traumatic brain injury and I was only watching.,,,
"Sorry I didn't text you back, but my phone recognized your number.",,,
You people who don't wear glasses don't realize how gratifying it is to take them off and rub your eyes when someone's being a moron.,,,
"If I wanted to get trapped in a scary maze, I'd just go into my kid's bedroom.",,,
boss: you're fired mime: why boss: mime: oh right,,,
What was I like in high school? You know that guy who drove a Camaro and banged all the cheerleaders? I'm the reason he passed calculus,,,
"Do I play fantasy football? Dude, I'm 46 and married. Most of my life is fantasy.",,,
I'm having an introvert party and you're all not invited.,,,
"If you don't drink, smoke or do drugs you may live long enough to be a real burden to loved ones. Please pass the wine.",,,
"I'm good at multitasking and procrastinating, which means right now there are at least 28 things that I'm putting off until later.",,,
"I heard the next Steve Jobs movie will be on IMAX. It's the same movie, just on a bigger screen.",,,
My mind wants to dance but my body is a really awkward white guy.,,,
"My first child has gone off to college and I feel a great emptiness in my life. Specifically, in my checking account.",,,
I need to start paying closer attention to stuff. Found out today my wife and I have separate names for the cat.,,,
All my party planning skills revolve around exit strategies.,,,
I'm so introverted I won't even talk to myself.,,,
"I remember when Halloween was the scariest night of the year. Now, it's Election night.",,,
I didn't remember these being skinny jeans...,,,
"If I don't respond to your text right away, assume I'm in the middle of a dance off.",,,
Think twice. Speak once.,,,
"My dream woman has a special combination of inner and outer beauty and is, most importantly, too naive to know she's way out of my league.",,,
My kids are very optimistic. Every glass they leave sitting around the house is at least half full.,,,
"Where does one apply to be a ""kept man""?",,,
"I get it ladies, I had abs before I had kids too.",,,
"The sun is going to go out in 4 billion years, and you sit there and act like everything is fine.",,,
[finally gets the car seat installed correctly] Me: Where’s the baby? Wife: In college.,,,
Alice in Wonderland' is my favorite book about an at-risk teen who struggles with substance abuse and bullying.,,,
"If you are not part of the solution, you're probably running for President.",,,
Me: And the award for the most awesome daddy goes to...? *6 blinks M: The most awesome daddy award goes to...? *6 blinks M: 6: Luke's dad?,,,
"The older I get, the earlier it gets late.",,,
I'm looking at the serving size of Laughing Cow cheese and I see why the cow is laughing.,,,
"Before I buy a leaf blower I want to make sure I understand the rules. We just blow the leaves at each other's houses, right?",,,
The hardest part of getting a girls phone number is working up the courage to go through her trash and get it.,,,
Twitter is just LinkedIn for the chronically unemployed.,,,
*Puts down phone* OH MY GOD I HAVE ANOTHER HAND!,,,
3-year-old: What's a swear word? Me: A bad word moms and dads only say when they're mad. 3: Me: 3: Is my middle name a swear word?,,,
Remember: You can eat your way out of almost any problem.,,,
My voicemail message is just instructions on how to send a text message with brief pauses filled with heavy sighing.,,,
We just got a fax. At work. We didn't know we had a fax machine. The entire department just stared at it. I poked it with a stick.,,,
"In hell, you watch every movie sex scene with your parents.",,,
"If you say ""I knew you were going to say that"" enough. You can start billing people for psychic readings.",,,
Wife renewed me for another season.,,,
Remember: Everyone wants to hear about your weekend. EVERYONE!,,,
Thanks honey for rolling over at 3am and telling me I should get some sleep. In my insomnia stupor that hadn't crossed my mind.,,,
Not to cause a panic but i'm starting to think we're running out of things to stuff inside pizza crust.,,,
My idea of flirting is giving a girl 1 of my 10 tacos.,,,
"When someone says ""excuse me while I slip into something more comfortable",,,
Friends wave red flags when you have a bad idea. Real friends pick up a camera.,,,
I think the only time my ex didn't fake an orgasm was when the judge signed the divorce papers.,,,
I thought I was just really tired but it's been 5 years so I guess this is how I look now.,,,
"People who write ""u"" instead of ""you"". What do you do with all the time you save?",,,
I downloaded the Pinterest app and now my phone is stuck in a mason jar.,,,
Worked out for 30 minutes this morning. I did a push up.,,,
"You shouldn't do that! You're an idiot! Hang on, I'm coming with you.",,,
My ex-girlfriend told me nothing shocks her anymore so I switched her digital scale from Lbs to Kg.,,,
"There are some people you'll never see again, but they're never the right ones.",,,
"I'm trying to get on your good side, but I haven't found it yet.",,,
My neighbor told me he childproofed his house. And the very next day his wife came home with a newborn. Worst. Childproofer. Ever.,,,
Weddings and funerals are the same because I love going but I don't want them to be about me.,,,
"If I was a shapeshifter, I would shift some of my thighs into my chest area.",,,
All I'm saying is why blame it on being lazy when you can blame it on being old?,,,
Even my fortune cookies just roll their eyes at me now.,,,
The first thing I usually notice about women is the pepper spray.,,,
"The toddler is gonna be majorly confused when she realizes her name actually isn't ""Oh my God! Did you see what she's done now?!"";;;;""642536858761756672",,,
Always identify who to blame in an emergency.,,,
My diet always starts on a Monday morning and ends at the donuts somebody brings into the office later that morning.,,,
"Me: Siri, why am I alone? Siri: *opens front facing camera*",,,
"That whole ""letting go"" of your ex is always more satisfying when they're dangling over an abyss.",,,
"I don't want you to feel like you can't express yourself, but I do want you to stop talking.",,,
Nothing says' I love my dog' quite like spending more money on his haircut than you do your own.,,,
Like a flat tire...... .......how I'm rolling this morning.,,,
"If by free spirits you mean an open bar, then yes I love free spirits.",,,
Kids asked if they could do something & I said yes so my wife lowered my security clearance & now I'm not authorized to make those decisions,,,
Makeup tip: You're not in the circus.,,,
"If it ain’t broke, I haven’t borrowed it yet.",,,
To the 20 year old girl who wrote an essay claiming she is too pretty to be allowed to lead a normal life: Same.,,,
Five Secrets of Successful People: 1. Don't 2. Tell 3. Anyone 4. Your 5. Secrets,,,
Before having a kid the most important thing to ask yourself is “Am I ready to watch the exact same cartoon on repeat for the next 4 years?”,,,
Tell me again how I unloaded the dishwasher too loudly when you were watching golf. Detectives will want to know exactly how this went down.,,,
The only reason I've been going out with this guy all summer is because I have no idea how to operate my gas grill.,,,
"Glad I'm not a general, because auto-correct just changed ""lunch order"" to ""launch order."";;;;""647143375997677568",,,
How do we not know what women want yet? There are tons of conflicting lists all over the internet.,,,
Me: *sneaks out of the house* *drives to another state* *hides in a cave* *quietly opens a bag of chips* My kids: Can we have some?,,,
"Just asked my wife what she's ""burning up for dinner"" and it turned out to be all of my personal belongings.",,,
I would like to thank everybody that stuck by my side for those five long minutes my house didn't have internet.,,,
"When men say ""I'm fine"" they actually mean it. Weirdos.",,,
Smartphones are pacifiers for adults.,,,
Love's a lot like a bullet in that the exit usually causes the most damage.,,,
"Anyone who says ""good morning"" on a Monday is a sociopath.",,,
"Spider-man has been unmasked in all his last 4 films. If I was him, I wouldn't even bother dressing up.",,,
How many more times are my kids going to ask me if I know where something is before they realize they're asking the wrong parent?,,,
Me: let's go this way. Shopping cart: no.,,,
"""Could you take a couple steps back. I have a nut allergy."";;;;""641820877722484736",,,
Just trying to give my kids a few childhood memories they don't have to repress...,,,
"In my experience there's two ways to get things done, the right way and the drunk way.",,,
I tried eharmony. They kept matching me up with women who look like me in a wig. I'd be too intimidated to date someone that attractive.,,,
"There are smart men, handsome men, rich men, sexy men and sweet men and then there is the combination of all 5 We call that one a ""unicorn"";;;;""633010228943015937",,,
"Why, yes, I am dressed for the weather. I am wearing a house.",,,
"I asked my wife if she ever fantasizes about me, she said yes - about me taking out the trash, mowing the lawn, and doing the dishes.",,,
My superpower is making people laugh. Which would be great if I was trying to be funny.,,,
"Introverts have fun too, we just don't care if you know...",,,
"No I can't prove it, but I'm pretty sure dragons and unicorns don't believe in you either.",,,
The heaviest things in the world: 4) iron 3) lead 2) tungsten 1) a toddler who doesn’t want to be picked up,,,
"""And in preparation for takeoff we'd like to ask you to pretend to put your phones in airplane mode."";;;;""612715796259713024",,,
If you don't step forward you will always remain in the same place. Unless you're on an escalator,,,
"Based on our Twitter names, I think it's best that we all didn't have the ability to name ourselves at birth",,,
In a previous life I was that bird that keeps flying into windows.,,,
I thought Twitter was the dislike button for Facebook.,,,
"Let's face it, babies aren't that cute until they start swearing.",,,
"It's okay password, I'm insecure too.",,,
Marinating is little more than procrastinating with spices.,,,
My mouth is my superpower...faster than the speed of thought.,,,
I just want way more than I deserve. Is that so wrong?,,,
Your call is important to us. Please continue to hold until your battery is dead.,,,
The internet completely changed the way I avoid doing stuff.,,,
"After a few days without my phone, I've learned what's really important in life. My phone.",,,
So apparently RSVP'ing back to a wedding invite 'maybe next time' isn't the correct response,,,
Please don't tell me how to screw this up. I've got it covered.,,,
He's the kind of guy that makes me draw on my less angry eyebrows.,,,
I think the worst fate would be a mime stuck in an actual soundproof invisible box.,,,
A cashier today said “How are you?” and I started to say “Good” but then decided on “Okay.” What came out was “Gay.” This is a true story.,,,
"It's weird how pilots announce the route they'll be taking. Dude, we put you in charge. You don't have to check with us.",,,
"Look kids, I don't care what you eat for breakfast as long as you do it quietly and don't let mom catch you.",,,
7 Deadly Social Media Sins: Wrath = Yelp Greed = LinkedIn Sloth = Uber Pride = Twitter Lust = Tinder Envy = Facebook Gluttony = Instagram,,,
Got kicked out of the gym for crying again,,,
My strength as a girlfriend is to help you realize you're still in love with your ex-girlfriend.,,,
"Inspirational tweet! If you can't say something nice, say it to your husband... he's not listening anyway.",,,
"*in casket at my funeral ""I'M FINE"";;;;""596981066197508096",,,
"So many morons, not enough natural selection.",,,
More people would use gambling addiction hotlines if every 10th caller was a winner.,,,
My cat's Instagram is just a bunch of pictures of me sleeping and sitting in windows.,,,
Do what you love and you'll never work a day in your life. It helps if what you love is being unemployed.,,,
Mom: Help! Is anyone here a doctor? Vet: I treat horses but maybe i can help M: My son broke his leg! V: Ok hang on. My rifle's in the truck,,,
Denial is having a secret that you keep from yourself.,,,
"I'm like a pair of skinny jeans. Smooth on the outside, but under tremendous pressure and about to pop.",,,
Using my phone after the low battery warning comes on is as close as I'll get to dismantling a bomb.,,,
"I'm not saying I'm old but I just had to increase my font size to ""Billboard."";;;;""641644552286306304",,,
My tweets vacillate between really stupid and something that would prove I know what vacillate means.,,,
"Sunday is made for secret pleasures, unexpected adventures and pants with elastic waistbands.",,,
Cinderella is my favorite story about women who fight over a man who doesn't even remember what a woman he spent the night with looks like.,,,
My wife and I just renewed our vows of celibacy.,,,
I exercised today just to make sure I still don't like it.,,,
I understand where you're coming from. Could you go back there?,,,
My biggest fear is just waving at someone who's waving at someone else.,,,
The new guy at work has been getting a lot of customer complaints lately. Probably because I wear his name tag when he's not there.,,,
"Responsible me isn't feeling well today, so I'm going shopping without her.",,,
A man may rant from sun to sun but a woman's rant is never done.,,,
"My brother and his wife are in town this weekend, if anyone wants to see an older, happier, married version of me.",,,
Someone needs to take a chain saw to your family tree.,,,
"5-year-old: My teacher said this project needs adult supervision. Me: OK, what do you need me to do? 5-year-old: Go find Mom.",,,
"Good morning. You have 61 Facebook events today, 18 challenges, one Candy Crush invite and Tim's dead.",,,
Called my mom because I can't remember all my problems by myself.,,,
"I don't go to the gym, I like for things to work themselves out.",,,
*taps your brain* Is this thing on?,,,
All I'm saying is I've noticed how tequila and good advice don't cross paths too often.,,,
I've never met a situation I couldn't avoid.,,,
I think after taking ten selfies your phone should shut down until you read a book.,,,
Dating Tips 1. 2. 3. 4. 5. Please. I am 36 and live with 2 guinea pigs.,,,
I hate to complain. but not enough to stop.,,,
I don't want to be happy. I want you.,,,
"Going over to my boyfriend's tonight for dinner. Ok, breaking in to my boyfriend's. Ok, he's not my boyfriend. Yet...",,,
Sometimes I can't tell if my son is a lot like me or if I'm a lot like a 4 year old.,,,
"The average American kid watches too much television. When asked about this, parents looked up from their phone and said, ""What kid?"";;;;""442635282806870016",,,
"It's ""Bring Your Kids To Work Day"" and all of my cats are fighting in the break room.",,,
"Made my own delicious venti caramel latte at home this morning because I, too, have a liberal arts degree.",,,
I never make the same mistake twice. A minimum of 5-7 times is typically necessary in order for me to learn anything.,,,
"""That's not what I meant"" - men",,,
PEZ dispensers make an emergency tracheotomy look fun.,,,
I'm woman enough to admit when you're wrong,,,
Salad is what food eats.,,,
Billion dollar idea: medically induced comas until after the 2016 election.,,,
My 5-year-old went to the park & made 8 friends in 5 minutes. I've been sitting by a guy at work for 2 years & I still don't know his name.,,,
My favorite of all the gardens is definitely the beer.,,,
Sometimes when you're faced with an unpleasant task you just have to dig down deep and find the strength to get someone else to do it.,,,
I'm guessing this year's Pulitzer Prize for Fiction will go to some guy explaining why he had an Ashley Madison account.,,,
"*holds up 2 ties* which one, I have a big meeting today ""both are nice"" [wife calls later] ""how'd it go"" well, wearing 2 ties was a disaster",,,
If I don't overthink things then who will? No seriously who?,,,
Red Bull and Vodka. Because you want to be wide awake for this mistake.,,,
It's never appropriate to show cleavage at the office. I wish someone would tell the guy down the hall.,,,
The night before the first day of school is pretty much parenthood's Christmas eve.,,,
50% of shopping carts have E.coli bacteria on them according to a recent study and the other 50% have a wobbly wheel.,,,
"At the end of the day, life should ask us, Do you want to save the changes?",,,
"""Yes.... no"" ~Husbands answering wives",,,
Girls mature faster than guys because men don’t usually develop breasts until their mid 40’s.,,,
3-year-old daughter: *punches pillow* *stomps feet* *slams door* Me: What's wrong? 3-year-old: NOTHING! She's already a woman.,,,
"No officer, my car was already upside down when I got here.",,,
If I wanted your opinion I would've logged on to Facebook.,,,
Let's call swimming what it really is: an attempt not to drown.,,,
Me: I can't come in. I got food poisoning last night. Boss: Oh no. Did you throw up? M: Yup B: What did you eat? M: 17 beers B: ...,,,
"Know those adorable idiosyncrasies you loved when first dating? After 20 years of marriage they become what the police refer to as ""motive"".",,,
My kingdom for an app that'll erase my contact info from someone else's phone.,,,
Men will keep missing the point until you stab them with it.,,,
Sucking in my gut on the beach is my yoga.,,,
My wife is finally starting to accept me for who she wants me to be.,,,
no one is better friends than two drunk girls in a bathroom,,,
"Son, my best advice is to find a girl with an embarrassing tattoo and marry her. She knows how to make bad decisions and stick with them.",,,
"If you're shopping for a husband at the grocer, pick the guy buying lots of red meat and parsley. He's a good cook, and you'll outlive him.",,,
"It's like my grandpa who has dementia always says, a bird in the....did you check under that bed for Germans?",,,
"I am convinced children come with a built-in alarm system that goes off when their parents try to eat, sit down, sleep, etc.",,,
I wanted to lose 10 pounds this year. Only 13 to go.,,,
"I was never a photogenic person, because when everyone said cheese I said ""WHERE ?"";;;;""416146158181154817",,,
"If he buys your drink, but you're really not interested? Smile at him, thank him and then stick the olive up your nose.",,,
The dinner I was cooking for my family was going to be a surprise but the fire trucks ruined it.,,,
[face pressed against the glass case in the butcher shop] This is a bad zoo,,,
We carried out random drugs testing at work today but couldn't decide which one was best.,,,
Getting drunk is like having a 3rd base coach that waves you on no matter what,,,
My mom’s voicemail should say “Leave a message and I’ll return your call as soon as I get my son to show me again how to work this thing.”,,,
my wife can find a stain on my shirt from across the room but can't see the mailbox when she's backing up?,,,
Exercising can add years to your life. For example I jogged 4 miles today and now I feel like I'm 73.,,,
The fastest land animal is a guy that sees a woman about to go through his phone,,,
Ever wonder if you killed that one really important brain cell?,,,
Marriage is mostly about knowing which hand towels you can use and which ones are for the better people who visit your wife's home.,,,
I've been married for about 45 lbs.,,,
"Hey guys, remember when you could still refer to your knees as right and left instead of good and bad? Good times.",,,
Whoever said your harshest critic is yourself never had an 11 yr old daughter,,,
"Sorry, I'm in a hurry, lets talk while we walk... You go that way.",,,
"I'm at the level of marriage where ""getting lucky tonight"" just means we're having tacos for dinner.",,,
I've got to stop this binge thinking.,,,
5-year-old: Why do we pick up before people come over? Me: To show we live in a clean house. 5: Me: 5: Isn't that lying?,,,
Serious talk around the office of trading me to the Mets.,,,
"Fool me once, shame on you. Fool me twice, shame on me. Fool me 8 times... you're probably a woman.",,,
Sometimes I just want to go where all the missing socks go.,,,
"Never trust a man that says, ""Trust me."" and never trust a woman that says ""It's fine."";;;;""626551831359950848",,,
I wish misery liked being alone.,,,
"I am known at the gym as the ""before picture."";;;;""476229138391781378",,,
Somedays I feel like running away. Then I remember how much I hate running.,,,
I can't feel my legs. Can I feel yours?,,,
"For my next tattoo, I'm just gonna get an ink blot so I can ask my therapist, ""what does this look like to you?"";;;;""624949770436476930",,,
I got replaced as Romeo in the high school play because the girl playing Juliet kept stabbing herself in Act I.,,,
We're assembling a crib from Ikea... Which option on their toll free number gets you a marriage counselor?,,,
Don't call me crazy until you've walked a mile in my fuzzy slippers and tutu.,,,
Rosetta Stone for Starbucks.,,,
"ME: I want to take long walks with you. HER: Aww...are you a romantic? ME: No, I don't have a car.",,,
Priest: Do you read to your kids from the Good Book? Me: Every night Priest: What's their favorite part? Me: When Frodo destroys the ring,,,
I have high double standards.,,,
Turtles think frogs are homeless.,,,
"My fitness band congratulated me for walking 10,000 steps yesterday. It looks good on the cat.",,,
"I've always wanted to walk up to a stranger and hand them a briefcase and say, ""You know what to do"";;;;""221564861405073408",,,
"After 20 years of marriage, my wife still makes me smile. Usually at family gatherings where she threatens me if I don’t look happy.",,,
Do cops know they're dressed like strippers?,,,
WANTED: Good looking girl to jog in front of me while I run. Can't be fast.,,,
I've been known to seize the day but mostly I just hug it like a tired boxer holds onto his opponent when he knows the fight's almost over.,,,
Anytime I see a kid that resembles me I tell him I'm him from the future and it's what he's doing at that very moment that ruins our life.,,,
"People who are ""just thinking out loud"" -- More thinking. Less out loud.",,,
"Some people rescued a great white shark that washed up on a beach, just like sharks would do for us if we were carried out into the ocean.",,,
My dog licked the crumbs out of my computer keyboard & earned an online college degree.,,,
I bet the sheep that make steel wool are awesome.,,,
"The jellyfish is said to have survived for 650 million years despite not having a brain, so you guys have nothing to worry about.",,,
There's nothing sexier than a woman who doesn't find me repulsive.,,,
The magic of getting older is discovering you're invisible.,,,
Ping-pong is the perfect sport because it combines everything I love about both tennis and not moving,,,
I self-identify with the Greek experience of running out of money in less than one week.,,,
"It's not that people use only 10% of their brains, it's that only 10% of people use their brains.",,,
I could survive 3 months in the wilderness with a pocket knife and the contents of a woman's purse.,,,
"-""I was the girl that hated you back in high school."" -""I'm sorry, can you be more specific?"";;;;""616671727213522944",,,
She finds me absolutely resistable.,,,
You were summa cum laude in college? That's cool. I was persona non grata.,,,
Hot singles in my area are avoiding me.,,,
I will not kill my coworkers I will not kill my coworkers I will not.... Maybe just one...,,,
"5am, proudly sponsored by toddlers and airlines.",,,
Marital status: Reading my wife's Cosmo to learn how to please myself in bed.,,,
"My family wants to have an intervention for me, but they can't agree on whether it should be for booze, Twitter, or Junior Mints.",,,
The most you can expect from me is unconditional like.,,,
"An earthquake hit Las Vegas. 1,200 Elvises were all shook up.",,,
"The older I get, the more I lose my looks. But I'm also losing my eyesight, so it's not my problem.",,,
"Words I thought I would never have to yell from the kitchen into the living room: ""DON'T GIVE THE CAT SCOTCH!"";;;;""568901513957003264",,,
"""I had such a good time"" she lied. ""Great! I'll call you"" he lied right back.",,,
I like long walks on the path of least resistance.,,,
"[Starbucks] ""Yes, I'd like a venti skinny soy half-sweet one-pump caramel macchiato half-caff extra whip, please."" Barista: Is Pepsi ok?",,,
"If you've seen me trying to get a vending machine to accept my dollar bill, you've pretty much seen my sex tape.",,,
Starbucks: Sometimes you wanna go where everybody misspells your name.,,,
"Ladies, if you've ever accidentally called a fax machine, you know exactly what listening to your stories sounds like to men.",,,
"Lead me not into temptation, I already know the way.",,,
"""You could have done so much better than him."" Me: Mom, I'm right here.",,,
I think you have me confused with someone who knows what they’re doing.,,,
"""We don't want the whole story. We saw a headline, and that's all we need."" - the internet",,,
"Don't regret past mistakes. All of your decisions, good and bad, led you to where you are today. Disregard this if you are in prison.",,,
"If you want to join our Scrabble club, I can put in a good word for you.",,,
I'm saving my abstinence for marriage.,,,
I haven't seen a sunrise in so long I might have to sign up for instagram.,,,
"There were so many elderly people on my flight to Florida I double checked my ticket to make sure it didn't say ""Heaven"".",,,
I'm sprawled out naked on the couch reading a book & drinking a beer. In case you were wondering why all these cops are at Barnes & Noble.,,,
Use great caution when following the masses. Sometimes the M is silent.,,,
"Thanks for nothing autocorrect, I'm never gonna get chicks being a ""homeless romantic"".",,,
"If anybody's interested, Greece just went up on eBay.",,,
I might not be the sharpest tool in the shed but I also have no idea what those tools are for.,,,
"When you have the opportunity to become a bigger person, take it because cake is delicious.",,,
The best way Americans can celebrate Canada Day is by not threatening to move there.,,,
My kids teach frat boys how to trash houses.,,,
"According to my 401(k) account, I can retire at age 247.",,,
Do you think dogs know there's cheese in the world that doesn't have surprise pills in it?,,,
Put on my workout clothes before going to the donut store just to give the impression I earned this.,,,
Thanks but I don't want to sleep like a baby. I want to sleep like a cat.,,,
"Those annoying ""live chat"" customer service pop-ups go away if you ask them what they're wearing.",,,
I feel so bad for all these women that give me their phone numbers and when I call the line has been disconnected This economy is ruthless.,,,
I don't think this guy who just told a woman to calm down understands how women work,,,
Y'all tweet like you don't know it only takes 2 doctors to commit you.,,,
"I knew our sex life was over when she took my hand, looked at me with tear filled eyes and said ‘I do’.",,,
"Everybody's a critic, and I don't think they're doing it right.",,,
I suppose you could call me an avid indoorsman.,,,
3-year-old: *hands me a teacup full of water* Me: I told you not to play in the sink. 3-year-old: I didn't. It's from the toilet.,,,
*wakes up from 2 year coma surrounded by friends & family Where's my phone?,,,
"Don't remember the minister in our pre-marriage counseling talking about my chewing volume, a heads up on that would've been helpful.",,,
Son: How will I know when I’ve met the perfect woman? Me: She will usually tell you.,,,
"I can't afford a treadmill or a gym membership, so I just walk the wrong way on the airport moving walkways wearing spandex shorts.",,,
You know you're tired when you kneel on the ground pick something up and then have to decide if it's easier to get up or just live there now,,,
You can tell a lot about a woman by the way she throws a toaster at you,,,
I'm always disappointed when a bio states 'avi not me' especially when it's an animal or a cartoon.,,,
"No, you can't have candy for breakfast. Don't be silly. Now be quiet and let me finish my peppermint mocha frappuccino.",,,
I want to push all your buttons. Starting with mute.,,,
"Saying something is ""space age"" used to mean ""it's new."" Now it means ""I'm old."";;;;""603751474783453184",,,
"After taking a bunch of 7-year-olds on a field trip to the Natural History Museum, I realized their favorite exhibit was ""Elevator Buttons."";;;;""601780148937981952",,,
"I just sent a text that says ""we really need to talk"" to everyone I know so nobody will bother me today.",,,
"In the 90s if a woman said ""my eyes are up here"" it was because a guy was staring at her chest Today it's because he's staring at his phone",,,
"Honk twice, pause, then 3 times in rapid succession, then one long blast followed a medium length honk if you think I overcomplicate things.",,,
What do you want to bet that 15-year-old boy who discovered a planet still needs his mom to find his other shoe each morning?,,,
"*First date. Her. ""Shall we carve our names onto this tree"" Me. ""You brought a knife?"";;;;""590252868608884736",,,
Time to turn over a new leaf. With my luck it'll be poison ivy.,,,
The baby gets furious when I try to undress him. He gets that from his mother.,,,
"In my case, about 70% of parenting is disciplining my children for things I still do myself.",,,
KIDS! Get in here and open this child-proof packaging for Daddy.,,,
"My phone just fell down a flight of stairs, but it's ok, it was in my pocket.",,,
Smart Car Dealer: What would it take to put you in this car today? Me: A shoehorn and a can of Crisco.,,,
I would write more but I've already told you more than I know.,,,
I made a huge TO DO list for this weekend. Just can't figure out who's going to do it.,,,
When I look back at all my failed relationships it's easy to see that the common denominator is men.,,,
"It's called summer ""break"" because that is what your kids will do to everything in your house until school starts back.",,,
I’m exhausted. I spent all day saying “no” to my children and “yes” to my wife.,,,
85% of couples stay together because they don't want to have to go to the gym.,,,
Guacamole is my favorite food that looks like someone already ate it.,,,
My light at the end of the tunnel is the fridge light at 2 am.,,,
What this baseball game needs is a relief pitcher. Of margaritas.,,,
I'm still exhausted from my 2-mile jog. And I went on it four months ago.,,,
Sometimes I wonder if the other planets feel sorry for Earth for getting stuck with all the people.,,,
There is no masculine way to carry balloons.,,,
Adam and Eve were the first people to agree to the Apple terms and conditions without reading them.,,,
My 3-year-old thought postage stamps were stickers and put $30 worth on her shirt. I didn't even yell. I just mailed her out.,,,
