Original Tweet,Text of tweet,Hashtags,Users tagged,length,Class
"Once @PetrCech was walking slowly. Arsene Wenger said- ""CZECH-SLO-VAKIA""
  #arsenal #sarcasm #SarcasticBernie 
  #ShitJoke",Once was walking slowly Arsene Wenger said CZECH SLO VAKIA,sarcasm ShitJoke arsenal SarcasticBernie,PetrCech,122,NS
Carpe diem coffee mug https://t.co/ChCnP17Ixr #sarcasm #WitticismsRus #funnygift #Carpe_diem https://t.co/DmCtUoImIe,Carpe diem coffee mug diem,sarcasm funnygift Carpe_diem WitticismsRus,,116,NS
The ability to understand #SARCASM apparently is not something the deplorables have. They read the dncleak and tweet really stupid stuff,The ability to understand apparently is not something the deplorables have They read the dncleak and tweet really stupid stuff,SARCASM,,136,NS
"I don't believe in caring &amp; sharing. 
  Neither I care what I eat, nor I share what I eat. Ã°Å¸ËœÅ½Ã°Å¸ËœÅ½
  #Voolsy #WeSimplifyIt #foodie #food #Sarcasm",I don t believe in caring amp sharing Neither I care what I eat nor I share what I eat Ã°Å¸ËœÅ½Ã°Å¸ËœÅ½,food Sarcasm Voolsy foodie WeSimplifyIt,,158,NS
@shoreytime @miss_shiny @Jan__Fran @marcfennell @SenatorMRoberts You forgot to say #sarcasm,shiny Fran You forgot to say,sarcasm,Jan__Fran miss_shiny SenatorMRoberts shoreytime marcfennell,91,NS
@AstroidRain that has a lot of facts in it....at least your using an educated decision #Sarcasm,that has a lot of facts in it at least your using an educated decision,Sarcasm,AstroidRain,95,NS
@thunderf00t @Nakidape i'm sure it would be wise to stay out of Putins way and concentrate on dismantling the EPA instead #sarcasm,i m sure it would be wise to stay out of Putins way and concentrate on dismantling the EPA instead,sarcasm,thunderf00t Nakidape,130,NS
"A private cremation will be conducted in Waco, Texas. #Sarcasm https://t.co/ladxZcQ23r",A private cremation will be conducted in Waco Texas,Sarcasm,,86,NS
"@platzmania Wooo, what a sick burn #sarcasm . I don't know the specific colour arrangement of flags according to you. Why should I care?",Wooo what a sick burn I don t know the specific colour arrangement of flags according to you Why should I care,sarcasm,platzmania,136,NS
"I used to appreciate the #Sarcasm pages on FB, but they seem to be deteriorating in grammar and basic spelling skills, not to mention, wit.",I used to appreciate the pages on FB but they seem to be deteriorating in grammar and basic spelling skills not to mention wit,Sarcasm,,139,NS
"@david_colquhoun i'm going to vote for candidates who favour the feudal system, yay England! #sarcasm",colquhoun i m going to vote for candidates who favour the feudal system yay England,sarcasm,david_colquhoun,101,NS
@ShaharAzani @thekahena @StandWithUs @brianoflondon @ActForIsrael Messages can get lost in #sarcasm. Jokes aside. Talk about the issues.,Messages can get lost in Jokes aside Talk about the issues,sarcasm.,brianoflondon ShaharAzani ActForIsrael thekahena StandWithUs,136,NS
"#DearMHprofs please take note we're not socially isolated due to social anxiety, it's being a smart ass #Sarcasm https://t.co/zXo3LHr6DV",please take note we re not socially isolated due to social anxiety it s being a smart ass,Sarcasm DearMHprofs,,136,NS
&gt; I didn't see this coming #sarcasm&gt;US election 2016: Trump cries foul as FBI clears Clinton https://t.co/DZaiJh9EU0,gt I didn t see this coming gt US election 2016 Trump cries foul as FBI clears Clinton,sarcasm&gt;US,,122,NS
"#sarcasm 
  
  Ex : Was just thinking if we could get back together.
  
  Me: Sorry babe. Can't let you eat my soul.
  
  Ã°Å¸Ëœâ€š",Ex Was just thinking if we could get back together Me Sorry babe Can t let you eat my soul Ã°Å¸Ëœâ€š,sarcasm,,131,NS
F Bomb pendant necklace https://t.co/AmMlNQEioI #funnygift #WitticismsRus #sarcasm #Funny_pendant https://t.co/yl0nBfG2H7,F Bomb pendant necklace pendant,sarcasm WitticismsRus Funny_pendant funnygift,,121,NS
I look forward to leaving the house at 6.45 tomorrow morning! #sarcasm https://t.co/gyzgjQShqY,I look forward to leaving the house at 6 45 tomorrow morning,sarcasm,,94,NS
"Inspirational Enough?
  #relatable #exgag #exgagtales #exgagjoke #sarcasm #relationship #inspirational #inspire #iit https://t.co/eCfXXH14RC",Inspirational Enough,iit exgagjoke relatable inspire relationship sarcasm exgagtales inspirational exgag,,140,NS
"How many cigarettes usmoke daily, thanks we livein Delhi #smog #NGT #SmogCapital #smogindelhi #Sarcasm #survivalÃ¢â‚¬Â¦ https://t.co/ElGuhifVgk",How many cigarettes usmoke daily thanks we livein Delhi,survivalÃ¢â‚¬Â¦ SmogCapital Sarcasm NGT smogindelhi smog,,143,NS
"Oh... never saw this coming! Ã°Å¸Â¤â€Ã°Å¸Ëœâ€šÃ°Å¸Â¤â€ #sarcasm
  
  Trump always seems to be right FR I can't help but trust him. 
  
  I was aÃ¢â‚¬Â¦ https://t.co/9ypLUFzfbW",Oh never saw this coming Ã°Å¸Â¤â€Ã°Å¸Ëœâ€šÃ°Å¸Â¤â€ Trump always seems to be right FR I can t help but trust him I was aÃ¢â‚¬Â¦,sarcasm,,177,NS
"so tell me about yourself
  ... 
  not really #sarcasm",so tell me about yourself not really,sarcasm,,54,NS
I think it's only fair that the poor subsidise the poor financial fraternity for their honest mistakes #sarcasm #benefitscap,I think it s only fair that the poor subsidise the poor financial fraternity for their honest mistakes,sarcasm benefitscap,,124,NS
Exceptional service from @SouthernRailUK as always! #sarcasm #incaseyouwerenotsure,Exceptional service from as always,sarcasm incaseyouwerenotsure,SouthernRailUK,82,NS
Girls If at the end of 4th year an #engineer calls Namkeen as Namkeen. Marry Him. #sarcasm #frustrated #funny #HILARIous #joke #dekhbhai,Girls If at the end of 4th year an calls Namkeen as Namkeen Marry Him,funny dekhbhai sarcasm HILARIous joke frustrated engineer,,136,NS
"Girls If at the end of 4th year an #engineer calls Namkeen as Namkeen. Marry Him. 
  #sarcasm #frustrated #funny #HILARIous #joke #dekhbhai",Girls If at the end of 4th year an calls Namkeen as Namkeen Marry Him,funny dekhbhai sarcasm HILARIous joke frustrated engineer,,139,NS
#ball chasing #dog? #lol #sarcasm https://t.co/EXeLnQn6Pz,chasing,dog? ball lol sarcasm,,57,NS
"Never trust a family doctor when he says beta me kuch nai karungaÃ°Å¸ËœË†Ã°Å¸ËœË†he will definately fuck dat shitÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š
  #sarcasm #happendwidme.. #nails_fucked",Never trust a family doctor when he says beta me kuch nai karungaÃ°Å¸ËœË†Ã°Å¸ËœË†he will definately fuck dat shitÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š fucked,happendwidme.. sarcasm nails_fucked,,172,NS
"@english_parsons @Justice4Brexit like a German leading the leave campaign, bloody foreigners eh? #sarcasm #350mwhereisitnigel",parsons like a German leading the leave campaign bloody foreigners eh,350mwhereisitnigel sarcasm,english_parsons Justice4Brexit,125,NS
What is that black and white snowy stuff in the @HBO opening? #Sarcasm #technology #Westworld,What is that black and white snowy stuff in the opening,Sarcasm technology Westworld,HBO,93,NS
@NortheastHornet it's so nice to make so many work colleague's happy on a Monday morning oh what joy retelling me how my team did #sarcasm,it s so nice to make so many work colleague s happy on a Monday morning oh what joy retelling me how my team did,sarcasm,NortheastHornet,138,NS
@mikey_mann @DavidLeyonhjelm It ought to be law to take precautions. Mandatory vests for all near water!!! https://t.co/O3BC24g58b #sarcasm,mann It ought to be law to take precautions Mandatory vests for all near water,sarcasm,DavidLeyonhjelm mikey_mann,139,NS
"@crazylary51 But how can that BE, when Hillary is unlikable and unpopular, and there's no enthusiasm for her candidacy? #Sarcasm",But how can that BE when Hillary is unlikable and unpopular and there s no enthusiasm for her candidacy,Sarcasm,crazylary51,128,NS
Single flamingle coffee mug https://t.co/UqtD2HMb6l #WitticismsRus #sarcasm #Sarcasm https://t.co/BluCRXMARL,Single flamingle coffee mug,sarcasm Sarcasm WitticismsRus,,108,NS
"Loving #thecrownnetflix. Binging, but not, so not to spoil it. I wonder whether she'll be a Windsor? #nospoilers #sarcasm",Loving Binging but not so not to spoil it I wonder whether she ll be a Windsor,sarcasm nospoilers thecrownnetflix.,,121,NS
Loving these sarcastic gift tags from the talented Ness! https://t.co/CXC8UZxlwv #christmas #geekmum #MumLife #sarcasm #swearymum,Loving these sarcastic gift tags from the talented Ness,geekmum sarcasm christmas MumLife swearymum,,129,NS
People are just so classy these days. #sarcasm https://t.co/oxDck3csMp,People are just so classy these days,sarcasm,,70,NS
So this is how a socialite life. #Sarcasm,So this is how a socialite life,Sarcasm,,41,NS
@onlinesarcasm @SnarkyC #Yes that was #sarcasm... I take it that it is late where you are? https://t.co/xC4ktZM9WF,that was I take it that it is late where you are,Yes sarcasm...,onlinesarcasm SnarkyC,114,NS
@TheOrangeCone @shaun3sheep @NASCAR it's actually stored @BWWings so they can keep customers longer #Sarcasm,it s actually stored so they can keep customers longer,Sarcasm,shaun3sheep BWWings NASCAR TheOrangeCone,108,NS
"It's a chill pill, StoopsÃ°Å¸ËœÅ“#LNIC #LNICChillPill #chill #pills #medicine #headache #comedy #stoops #sarcasm #... https://t.co/wqJg8kQbTk",It s a chill pill StoopsÃ°Å¸ËœÅ“#LNIC,... sarcasm stoops chill LNICChillPill medicine comedy pills headache,,141,NS
"@chesterwriter Cause you know, #GinaMiller totally did it just to get some attention. #sarcasm",Cause you know totally did it just to get some attention,sarcasm GinaMiller,chesterwriter,94,NS
@CougarStats @YouTube pretty disappointing if you ask me. 20% below his season average #sarcasm,pretty disappointing if you ask me 20 below his season average,sarcasm,YouTube CougarStats,95,NS
Who is Ron Browz? #DNCLeak2 #sarcasm #contactformquestion https://t.co/2Ww77QFcPO,Who is Ron Browz,sarcasm contactformquestion DNCLeak2,,81,NS
These will be the tourist guidelines for foreigners when they would enter delhi! #BreatheDelhi #SarcasmÃ¢â‚¬Â¦ https://t.co/Q4wIVpKLzH,These will be the tourist guidelines for foreigners when they would enter delhi,BreatheDelhi SarcasmÃ¢â‚¬Â¦,,134,NS
I hate everyone coffee mug https://t.co/x0qNKXXDe7 #funnygift #sarcasm #Novelty_mug https://t.co/FPcOZMz5eX,I hate everyone coffee mug mug,sarcasm Novelty_mug funnygift,,107,NS
It's a good thing these side effects don't happen to women! #Sarcasm https://t.co/5sH1iKAZiA,It s a good thing these side effects don t happen to women,Sarcasm,,92,NS
Not today!!! #happy #monday #cheerful #selfie #sarcasm #iwantmybed #ChowSoCold Ã°Å¸ËœÂ¬ https://t.co/ctzEoucXqn,Not today Ã°Å¸ËœÂ¬,monday sarcasm selfie cheerful iwantmybed ChowSoCold happy,,111,NS
@brandonarose @DarnayTripp they were only down 49 at that point Ã°Å¸â„¢â€žÃ°Å¸â„¢â€žÃ°Å¸â„¢â€žÃ°Å¸â„¢â€ž #sarcasm,they were only down 49 at that point Ã°Å¸â„¢â€žÃ°Å¸â„¢â€žÃ°Å¸â„¢â€žÃ°Å¸â„¢â€ž,sarcasm,DarnayTripp brandonarose,113,NS
"#DearGeocacheGuy, when will you release a new video? How about now? #Geocaching #sarcasm #humour #howto #hownotto https://t.co/jgiSkGYeVj",when will you release a new video How about now,"hownotto humour Geocaching sarcasm howto DearGeocacheGuy,",,137,NS
I have a great personality if you like #deadpancomedy and a whole lot of #Sarcasm,I have a great personality if you like and a whole lot of,Sarcasm deadpancomedy,,81,NS
so people love berks now? wow i can clearly imagine how grateful feels that shit who loves to spit on your faces #sarcasm #ilovemyrunaways,so people love berks now wow i can clearly imagine how grateful feels that shit who loves to spit on your faces,sarcasm ilovemyrunaways,,138,NS
"@Indians @warriors Because nothing says ""Warriors fan"" like a kid from San Francisco! #Sarcasm",Because nothing says Warriors fan like a kid from San Francisco,Sarcasm,warriors Indians,94,NS
New raw denim #fun #oppositeday #Sarcasm #railcarjeans #spikes,New raw denim,fun Sarcasm spikes oppositeday railcarjeans,,62,NS
@Ms_Ysis @GayPatriot #sarcasm (sorry),Ysis sorry,sarcasm,GayPatriot Ms_Ysis,37,NS
I think you're missing a hashtag #sarcasm https://t.co/aRUOy1jFRa,I think you re missing a hashtag,sarcasm,,65,NS
Modern Warfare is awesome. I'm glad they remastered the lag as well! #Sarcasm,Modern Warfare is awesome I m glad they remastered the lag as well,Sarcasm,,77,NS
"So racist. 
  
  #notracist #sarcasm #trumptrain https://t.co/9IeKeEEr7G",So racist,trumptrain sarcasm notracist,,72,NS
Shit happens when u least expect it #great #Sarcasm Ã°Å¸Ëœâ€˜,Shit happens when u least expect it Ã°Å¸Ëœâ€˜,Sarcasm great,,61,NS
Happy Hooker pendant necklace https://t.co/6NHx9gkxnQ #funnygift #sarcasm #Silver_pendant https://t.co/IZInY9XF4U,Happy Hooker pendant necklace pendant,sarcasm Silver_pendant funnygift,,113,NS
I fucking love a 6am-2pm start this week! #Sarcasm #Earlymornings #LongJourney,I fucking love a 6am 2pm start this week,Sarcasm LongJourney Earlymornings,,78,NS
"When UK PM is wishing #HappyBirthdayKamalHaasan on #MondayMotivation then #Ã Â¤â€¡Ã Â¤Â¨_Ã Â¤ÂªÃ Â¤Â°_Ã Â¤â€¢Ã Â¥ÂÃ Â¤Â¯Ã Â¥â€¹Ã Â¤â€š_Ã Â¤â€“Ã Â¤Â¾Ã Â¤Â®Ã Â¥â€¹Ã Â¤Â¶_Ã Â¤Â®Ã Â¥â‚¬Ã Â¤Â¡Ã Â¤Â¿Ã Â¤Â¯Ã Â¤Â¾
  
  #trend_rhyme
  
  #sarcasm",When UK PM is wishing on then Ã Â¤ÂªÃ Â¤Â° Ã Â¤â€¢Ã Â¥ÂÃ Â¤Â¯Ã Â¥â€¹Ã Â¤â€š Ã Â¤â€“Ã Â¤Â¾Ã Â¤Â®Ã Â¥â€¹Ã Â¤Â¶ Ã Â¤Â®Ã Â¥â‚¬Ã Â¤Â¡Ã Â¤Â¿Ã Â¤Â¯Ã Â¤Â¾ rhyme,MondayMotivation sarcasm trend_rhyme Ã Â¤â€¡Ã Â¤Â¨_Ã Â¤ÂªÃ Â¤Â°_Ã Â¤â€¢Ã Â¥ÂÃ Â¤Â¯Ã Â¥â€¹Ã Â¤â€š_Ã Â¤â€“Ã Â¤Â¾Ã Â¤Â®Ã Â¥â€¹Ã Â¤Â¶_Ã Â¤Â®Ã Â¥â‚¬Ã Â¤Â¡Ã Â¤Â¿Ã Â¤Â¯Ã Â¤Â¾ HappyBirthdayKamalHaasan,,238,NS
Irreducible stupidity Ã°Å¸â€˜Â. #sarcasm,Irreducible stupidity Ã°Å¸â€˜Â,sarcasm,,41,NS
@J_F_Rizvi @IraqiSecurity @786_1214 @amnesty @hrw this is called Sumerian #sarcasm.,F Rizvi 1214 this is called Sumerian,sarcasm.,J_F_Rizvi amnesty IraqiSecurity hrw 786_1214,83,NS
https://t.co/KPrdh6OEAd Retweet and see the vid. Ya won't regret ya see?xD #sarcasm #Youtube #KeepPounding #untaggable #RetweeetPlease,Retweet and see the vid Ya won t regret ya see xD,untaggable sarcasm Youtube RetweeetPlease KeepPounding,,134,NS
"A book by Mark Nicholas on his views on cricket....yep, that's a book I really want to read. #sarcasm",A book by Mark Nicholas on his views on cricket yep that s a book I really want to read,sarcasm,,101,NS
I just love not being able to sleep the night before a morning shift. Ã¢â„¢Â¡ #Sarcasm,I just love not being able to sleep the night before a morning shift Ã¢â„¢Â¡,Sarcasm,,86,NS
@ScuffySix @MarshallFarts5 @wasalwaysEE @ArknSpreadThin @Anglo_Von_Trapp I'm fine with no borders. Ã°Å¸â€˜ÂÃ°Å¸â€˜Â #sarcasm Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,Von Trapp I m fine with no borders Ã°Å¸â€˜ÂÃ°Å¸â€˜Â Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,sarcasm,ScuffySix Anglo_Von_Trapp ArknSpreadThin wasalwaysEE MarshallFarts5,145,NS
Grandpa Chris is really excited about this pic. #sarcasm https://t.co/vnKh9Cvopz,Grandpa Chris is really excited about this pic,sarcasm,,80,NS
@AliciaGalante But she was at CAMP. #sarcasm #rhonj,But she was at CAMP,sarcasm rhonj,AliciaGalante,51,NS
@SI_PeterKing You're so cool. So very cool. #Sarcasm,PeterKing You re so cool So very cool,Sarcasm,SI_PeterKing,52,NS
@PaulOttoNeumann @JamesMelville @Kevin_F_Maloney Great reason. #sarcasm,F Maloney Great reason,sarcasm,Kevin_F_Maloney PaulOttoNeumann JamesMelville,71,NS
@BradyHaran would that tweet be considered #Sarcasm or #Passive-Aggressive ?,would that tweet be considered or Aggressive,Sarcasm Passive-Aggressive,BradyHaran,76,NS
@laura_cereta @givers1271 @TedNugent it appears Ted Nugent's trying to get the woman's vote #sarcasm #imwithher,cereta it appears Ted Nugent s trying to get the woman s vote,sarcasm imwithher,TedNugent givers1271 laura_cereta,111,NS
"@ESPNStatsInfo Wait, so he DOESN'T suck? #sarcasm",Wait so he DOESN T suck,sarcasm,ESPNStatsInfo,49,NS
Watching this game I'm almost looking forward to the political ads...at least those have some positivity #sarcasm,Watching this game I m almost looking forward to the political ads at least those have some positivity,sarcasm,,113,NS
"@nate_bukaty @glezak with that scorching below avg performance against NFL'S worst team, clearly we have QB controversy #sarcasm",bukaty with that scorching below avg performance against NFL S worst team clearly we have QB controversy,sarcasm,nate_bukaty glezak,128,NS
kids these days got no respect #sarcasm,kids these days got no respect,sarcasm,,39,NS
made a friend (surprise it's another 21 year old girl) #sarcasm #imactually21,made a friend surprise it s another 21 year old girl,sarcasm imactually21,,77,NS
"#dncleak2 wait.. DNC has ""paid media"" ?? no way 
  #sarcasm - it's what's for dinner https://t.co/fEsphTFESr",wait DNC has paid media no way it s what s for dinner,sarcasm dncleak2,,108,NS
You're in Florida? #sarcasm #floridaman https://t.co/Eib18iz81B,You re in Florida,sarcasm floridaman,,63,NS
So fucking proud of my hometown. #sarcasm @CityofTampa https://t.co/O2W7sLUOXd,So fucking proud of my hometown,sarcasm,CityofTampa,78,NS
"@packers It shouldn't be hard for his team to ""get more energy"" when he is clearly so motivated ... #sarcasm",It shouldn t be hard for his team to get more energy when he is clearly so motivated,sarcasm,packers,108,NS
"Mumbai's first Playboy Club hosts preview 
  https://t.co/cgDR4Mjj6g
  -via @inshorts Lessons in #sarcasm",Mumbai s first Playboy Club hosts preview via Lessons in,sarcasm,inshorts,105,NS
This was me today. Can't wait til Monday. #sarcasm https://t.co/CWFopdwfiB,This was me today Can t wait til Monday,sarcasm,,74,NS
"Had sex last month.
  She- There is a serious problem.
  Engineer- Don't tell me there is Viva today.
  #Sarcasm #Irony #FrustratedEngineer",Had sex last month She There is a serious problem Engineer Don t tell me there is Viva today,Sarcasm Irony FrustratedEngineer,,139,NS
"Let be it a state of #Jhaduwala @AAPInNews from when this @ArvindKejriwal has come, other political parties has becomes goons...#Sarcasm",Let be it a state of from when this has come other political parties has becomes goons,Jhaduwala,AAPInNews ArvindKejriwal,136,NS
"Jordan Morris is limping. OH, THAT'S ABSOLUTELY MARVELOUS! #SARCASM",Jordan Morris is limping OH THAT S ABSOLUTELY MARVELOUS,SARCASM,,67,NS
"Nah, fracking is safe #sarcasm https://t.co/nYhWK40eaS",Nah fracking is safe,sarcasm,,54,NS
"@OldManRiver1800 But guns are awesome! U can open your mail, pickle jars &amp; change the channel with them! #sarcasm Srsly 2A needs updating!",But guns are awesome U can open your mail pickle jars amp change the channel with them Srsly 2A needs updating,sarcasm,OldManRiver1800,142,NS
i wake up to read Hillary is cleared again.. sun rose in the East today.. back to routine #FBI. well done. #sarcasm,i wake up to read Hillary is cleared again sun rose in the East today back to routine well done,FBI. sarcasm,,115,NS
@Christian_Racin especially with rain on the way. We need more because I don't want to see the end of this race anyway. #sarcasm,Racin especially with rain on the way We need more because I don t want to see the end of this race anyway,sarcasm,Christian_Racin,128,NS
Knit happens T-shirt https://t.co/AJpMqe9SqX #funnygift #WitticismsRus #sarcasm #Funny_tshirt https://t.co/7knPcwXMqy,Knit happens T shirt tshirt,sarcasm WitticismsRus Funny_tshirt funnygift,,117,NS
Payton manning looking down thinking the tebow years have arrived #DENvsOAK #onegame #sarcasm,Payton manning looking down thinking the tebow years have arrived,sarcasm onegame DENvsOAK,,93,NS
Liberal media trying to rig this election per usual. #sarcasm https://t.co/etU3P9K08D,Liberal media trying to rig this election per usual,sarcasm,,85,NS
@happymishalecki @honestlydean because I would totally want to kill myself if you did. #sarcasm,because I would totally want to kill myself if you did,sarcasm,honestlydean happymishalecki,95,NS
"So they are pro-Obama now. Got it.
  #sarcasm #humour #layers #onion https://t.co/NFuWafPjgc",So they are pro Obama now Got it,layers sarcasm onion humour,,92,NS
"@steveucnlive If Hatton wasn't a coked up skeleton who trained on Red Kool-Aid, he would have destroyed Pacquiao. #sarcasm",If Hatton wasn t a coked up skeleton who trained on Red Kool Aid he would have destroyed Pacquiao,sarcasm,steveucnlive,122,NS
"Ah, yes. Atiba being in choice position to score, then sending it right to the keeper brings back some great memories. #Sarcasm",Ah yes Atiba being in choice position to score then sending it right to the keeper brings back some great memories,Sarcasm,,127,NS
Way to run the 4 minute offense #Broncos #Sarcasm,Way to run the 4 minute offense,Sarcasm Broncos,,49,NS
Is it any wonder Jacob Trouba doesn't want to lace up the skates. Great job sending Pavelec packing #sarcasm,Is it any wonder Jacob Trouba doesn t want to lace up the skates Great job sending Pavelec packing,sarcasm,,108,NS
@PoliticsPeach @Doug2LiveStews @LeeCamp but that doesn't fit the MSM image Ms. Peach #sarcasm,but that doesn t fit the MSM image Ms Peach,sarcasm,PoliticsPeach LeeCamp Doug2LiveStews,93,NS
I saw some political ads tonight. They changed who I am voting for. Thank god the facts were exposed. #sarcasm #Decision2016 #imwithher2016,I saw some political ads tonight They changed who I am voting for Thank god the facts were exposed,sarcasm Decision2016 imwithher2016,,139,NS
@VinceRugari If your back 4 play Tiki takka between them selves for 30 minutes you have dominated. Good day sir. #Sarcasm,If your back 4 play Tiki takka between them selves for 30 minutes you have dominated Good day sir,Sarcasm,VinceRugari,121,NS
@Brian32223 actually it's not anymore. Yay for fracking! #sarcasm,actually it s not anymore Yay for fracking,sarcasm,Brian32223,65,NS
I guess Obama did a bad job #sarcasm https://t.co/hld5wCOwm5,I guess Obama did a bad job,sarcasm,,60,NS
"@BalmyBalmer @mfore0142 @cliffsiders @jimj02155 Wow, that was really funny. I guess you guys are smarter #sarcasm",Wow that was really funny I guess you guys are smarter,sarcasm,mfore0142 BalmyBalmer cliffsiders jimj02155,113,NS
"@UnCommonSense00 @vine but Coach Cav has won so many championships teaching the Oline, surprises me #sarcasm #recruitrecruitrecruit",but Coach Cav has won so many championships teaching the Oline surprises me,sarcasm recruitrecruitrecruit,vine UnCommonSense00,131,NS
"""Our""? Did you even go to school there? #sarcasm https://t.co/Jguz7X8P3o",Our Did you even go to school there,sarcasm,,72,NS
"Yes, because he was the problem... #sarcasm https://t.co/RkNCnfxDPj",Yes because he was the problem,sarcasm,,67,NS
Hey @Broncos are a perfect 4 for 4 on 3 and outs. Good to do something right in this game #sarcasm,Hey are a perfect 4 for 4 on 3 and outs Good to do something right in this game,sarcasm,Broncos,98,NS
@Babbsgirl2 @SmurfBoobs @gatewaypundit Sean Hannity: spreader of truth #sarcasm,Sean Hannity spreader of truth,sarcasm,SmurfBoobs gatewaypundit Babbsgirl2,79,NS
"Such a shame we don't hear Chris Berman tonight saying ""The Greatness of the Raaaaaaaaaaaaaaaidaaaaaaaaaaaaahhhhhhhhhhhsss...."" #Sarcasm",Such a shame we don t hear Chris Berman tonight saying The Greatness of the Raaaaaaaaaaaaaaaidaaaaaaaaaaaaahhhhhhhhhhhsss,Sarcasm,,136,NS
"@120lbsOfTrouble @RankReckoneers @IBTimes 
  Oh goody just what I was hoping for...more Frank. #Sarcasm #givemeabreak",Oh goody just what I was hoping for more Frank,Sarcasm givemeabreak,RankReckoneers IBTimes 120lbsOfTrouble,117,NS
I just love it when people are non-responsive to repeated messages and then I have to play the heavy. #sarcasm #annoyed,I just love it when people are non responsive to repeated messages and then I have to play the heavy,sarcasm annoyed,,119,NS
Last of the weekend smile. #humor #sarcasm https://t.co/koy7PNpeDg,Last of the weekend smile,sarcasm humor,,66,NS
GUYS Sherry looked so terrified. Ã°Å¸â„¢â€žÃ°Å¸â„¢â€žÃ°Å¸â„¢â€ž #Sarcasm,GUYS Sherry looked so terrified Ã°Å¸â„¢â€žÃ°Å¸â„¢â€žÃ°Å¸â„¢â€ž,Sarcasm,,72,NS
@Gam3rofR0ck808 @AngryAsAllFuck couldn't tell. #sarcasm Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,couldn t tell Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,sarcasm,AngryAsAllFuck Gam3rofR0ck808,83,NS
@0hour Won't @cnn tell us what we need to know. They said it was illegal for us to look at them #sarcasm,Won t tell us what we need to know They said it was illegal for us to look at them,sarcasm,cnn 0hour,104,NS
Papa Bear T-shirt https://t.co/VIxdxM6wLx #funnygift #sarcasm #WitticismsRus #Funny_t_shirt https://t.co/kb2PtDb0RE,Papa Bear T shirt t shirt,sarcasm WitticismsRus Funny_t_shirt funnygift,,115,NS
"Watching ""Who's the Boss?"" No symbolism there. #sarcasm #thewalkingdead",Watching Who s the Boss No symbolism there,sarcasm thewalkingdead,,71,NS
"""Sarcasm is actually an amazing ability to insult idiots without them knowing."" #FindingSam @wattcjlucas #Sarcasm",Sarcasm is actually an amazing ability to insult idiots without them knowing,Sarcasm FindingSam,wattcjlucas,113,NS
"Shocking, just shocking, you mean they aren't going to indict Hillary over emails she didn't even send? What is America coming to?! #sarcasm",Shocking just shocking you mean they aren t going to indict Hillary over emails she didn t even send What is America coming to,sarcasm,,140,NS
@wingoz Especially since Denver has such an explosive offense.. #Sarcasm Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,Especially since Denver has such an explosive offense Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,Sarcasm,wingoz,91,NS
@krnicole16 so your not 21?! Your looks lie! #sarcasm https://t.co/e1qIycxd3B,so your not 21 Your looks lie,sarcasm,krnicole16,77,NS
Porsha is crashing the housewarming. This is going to go over so well. #sarcasm #RHOA,Porsha is crashing the housewarming This is going to go over so well,sarcasm RHOA,,85,NS
PSAÃ¢Å¡ Ã¯Â¸Â there was an earthquake incase y'all didn't already know! #sarcasm,PSAÃ¢Å¡ Ã¯Â¸Â there was an earthquake incase y all didn t already know,sarcasm,,81,NS
Don't think we'r close enough #sarcasm #petshopboys #sonycentrefortheperformingarts #supertour @Ã¢â‚¬Â¦ https://t.co/SNguDAJ76Y,Don t think we r close enough,sarcasm supertour sonycentrefortheperformingarts petshopboys,Ã¢â‚¬Â¦,127,NS
@jazayerli @Timodc now there you go smearing @realDonaldTrump . Biased media #sarcasm,now there you go smearing Biased media,sarcasm,jazayerli Timodc realDonaldTrump,85,NS
@HarvardBiz No mention of @Walmart @comcastcares @target or other companies that wooo customers with perceived careÃ¢â‚¬Â¦ https://t.co/F9Vom8YjtY,No mention of or other companies that wooo customers with perceived careÃ¢â‚¬Â¦,,comcastcares HarvardBiz Walmart target,146,NS
Yay another wonderful week of junior year!!! I'm so excited!!!! #sarcasm,Yay another wonderful week of junior year I m so excited,sarcasm,,72,NS
"My prediction for Homestead:
  Jimmie blows engine &amp; finds a #startandpark team that needs a relief driver #sarcasm",My prediction for Homestead Jimmie blows engine amp finds a team that needs a relief driver,sarcasm startandpark,,119,NS
@nia4_trump @SmurfBoobs Just like the can count 150 million votes in a matter of hours!!! All lies! #sarcasm,trump Just like the can count 150 million votes in a matter of hours All lies,sarcasm,nia4_trump SmurfBoobs,108,NS
"@EAFIFAMOBILE you forgot the ""cool"" in ""LLCOOLJ"". #disrespect #sarcasm https://t.co/aEMBlmiChR",you forgot the cool in LLCOOLJ,disrespect sarcasm,EAFIFAMOBILE,94,NS
